x,y,z
0.04,0.04,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.02,0.00,1.00
0.03,0.06,1.00
0.01,0.03,1.08
-0.01,0.02,0.86
-0.00,0.05,1.00
0.01,-0.03,1.00
0.05,0.07,1.01
0.08,0.09,0.98
0.07,0.06,0.96
0.09,0.08,0.96
0.08,0.06,1.00
0.10,0.06,1.01
0.11,0.06,1.01
0.08,0.08,0.94
0.07,0.04,0.99
0.07,0.07,0.95
0.07,0.15,1.07
0.03,0.18,1.09
0.02,0.10,1.00
0.02,0.09,1.01
0.02,0.06,1.02
0.05,0.01,0.99
0.05,0.01,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.03,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.05,1.00
0.02,0.02,1.00
-0.01,0.07,1.03
-0.03,-0.05,1.03
-0.06,0.02,1.06
-0.01,0.01,1.06
0.03,0.00,1.03
0.07,0.09,0.93
0.09,0.11,0.99
0.07,0.10,0.95
0.09,0.02,0.96
0.07,0.10,1.04
0.04,0.12,0.98
0.05,0.04,1.03
0.04,0.04,0.99
0.01,0.05,0.99
0.00,0.09,0.94
0.07,0.00,0.99
0.05,0.03,1.00
-0.02,0.05,0.95
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.03,0.03,1.01
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.01
-0.01,0.05,1.03
0.02,0.01,0.99
-0.02,0.04,1.16
0.07,0.16,0.99
0.09,0.09,0.95
0.14,0.11,0.89
0.11,0.13,0.98
0.12,0.14,0.95
0.14,0.15,0.96
0.10,0.13,1.01
0.08,0.11,1.05
0.04,0.05,1.04
0.02,0.09,1.05
0.00,0.05,1.00
0.01,0.09,1.00
0.04,0.06,1.05
0.04,0.02,0.99
0.07,0.09,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.01
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.04,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.01
0.04,0.06,1.00
0.01,0.14,1.01
0.08,0.08,1.03
-0.05,-0.08,1.26
0.04,0.05,1.00
0.02,0.06,1.00
0.06,-0.00,0.92
0.07,-0.02,0.95
0.09,0.05,0.99
0.06,0.05,0.80
0.05,0.04,0.94
0.01,0.03,1.02
-0.01,0.05,1.12
-0.02,0.08,1.01
0.04,-0.00,0.98
0.01,0.04,1.00
0.02,0.04,1.01
0.06,0.08,1.00
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.03,0.02,1.00
-0.01,0.04,1.01
0.00,-0.05,1.14
0.01,0.04,0.91
0.06,0.00,0.97
0.10,0.05,0.96
0.09,0.01,0.95
0.10,0.03,1.00
0.09,0.03,1.05
0.08,0.03,0.98
0.09,0.01,1.01
0.07,0.03,0.96
0.06,0.02,0.92
0.03,0.01,1.05
0.02,0.01,0.97
0.02,0.03,1.09
0.00,0.00,0.96
0.00,0.05,0.97
0.00,0.01,1.05
0.03,0.03,1.00
0.04,0.03,1.00
0.04,0.04,1.00
0.04,0.02,1.01
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.02,1.01
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.02,0.03,1.00
-0.01,0.02,1.12
0.02,0.00,1.03
0.02,0.04,0.90
0.03,0.00,1.03
0.08,0.02,0.97
0.06,0.02,1.03
0.06,-0.02,1.04
0.07,0.00,0.98
0.05,0.03,0.97
0.07,0.00,1.02
0.05,0.03,0.93
0.04,0.05,1.01
0.00,0.05,0.94
0.00,0.06,1.10
0.00,0.02,1.00
0.01,0.04,1.02
0.05,0.05,0.98
0.02,0.02,1.00
0.04,0.04,1.00
0.05,0.04,0.98
0.04,0.02,1.00
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.02,0.04,1.00
0.04,0.02,1.00
0.03,0.04,1.01
-0.03,0.04,1.16
-0.00,0.03,1.04
0.01,0.04,0.98
0.06,0.03,1.05
0.05,0.04,1.02
0.06,0.04,0.98
0.09,0.03,0.96
0.07,0.04,0.99
0.08,0.02,1.00
0.07,0.05,0.89
0.04,0.05,1.06
0.03,0.05,1.12
0.01,0.03,1.03
0.01,0.03,1.10
0.00,0.05,1.00
-0.02,0.02,0.98
0.05,0.02,1.00
-0.02,0.09,0.98
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.03,0.05,1.00
0.04,0.03,1.04
0.00,-0.01,0.96
0.03,0.05,1.02
0.05,0.04,1.06
0.09,0.04,0.93
0.07,0.04,0.88
0.05,0.02,0.90
0.04,0.02,1.00
-0.00,0.00,1.07
0.00,0.00,0.96
0.02,0.05,1.02
-0.02,-0.01,1.02
0.04,0.03,1.00
0.03,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.04,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.01,0.04,1.00
-0.02,0.06,1.06
0.01,0.04,1.02
0.05,0.05,1.00
0.09,0.00,0.94
0.12,0.04,0.96
0.09,0.04,0.81
0.09,0.04,0.96
0.04,0.03,1.06
0.00,0.00,1.08
0.00,0.01,1.00
-0.02,0.00,1.00
-0.00,0.07,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.01
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.01
0.01,0.02,1.01
-0.02,0.05,0.95
0.01,0.06,1.00
0.03,0.03,1.01
0.08,0.01,1.00
0.09,0.04,1.00
0.08,0.01,0.95
0.09,0.02,0.97
0.09,0.01,0.99
0.06,0.00,0.91
0.03,0.05,1.07
0.02,0.00,1.01
0.05,0.05,1.05
0.05,0.02,0.99
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.00,0.07,1.00
0.03,0.03,1.00
0.03,0.04,1.00
0.02,0.05,1.00
0.00,0.05,1.03
0.02,0.03,1.13
0.00,-0.02,1.04
0.09,0.07,0.82
0.10,0.00,0.89
0.08,-0.03,0.90
0.03,0.06,1.21
0.04,0.08,0.99
-0.02,0.00,1.04
0.03,0.04,1.00
0.04,0.02,1.00
0.04,0.00,0.99
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.03,0.03,1.00
0.03,0.03,1.00
0.03,0.06,1.00
-0.02,0.06,1.17
0.07,0.00,1.03
0.08,0.02,0.88
0.07,0.00,0.81
0.00,-0.04,1.02
0.00,0.03,1.03
-0.04,0.02,0.99
0.04,0.02,1.06
0.04,0.04,1.00
0.03,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.01
0.00,0.00,1.25
0.05,0.01,0.99
0.12,0.01,0.88
0.09,0.02,0.89
0.09,-0.00,1.01
0.04,0.02,1.01
0.00,0.07,0.97
-0.04,0.01,1.08
0.01,0.05,0.99
0.04,0.01,1.02
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.01
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.01
-0.09,-0.01,1.16
0.01,0.02,1.06
0.11,0.05,0.90
0.10,-0.04,0.89
0.11,-0.02,0.97
0.03,0.04,0.97
0.02,0.00,1.13
0.00,0.02,0.99
-0.07,0.04,1.00
0.05,0.04,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.06,0.02,1.00
-0.07,-0.06,1.17
0.07,0.05,1.07
0.08,0.01,0.86
0.09,-0.05,0.94
0.07,0.01,1.02
0.02,0.04,1.00
0.00,0.01,1.03
0.03,0.02,1.03
0.04,0.04,1.01
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.05,0.02,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.08,0.00,1.05
0.02,0.07,1.02
0.09,0.06,0.86
0.11,-0.02,0.96
0.10,0.02,0.97
0.08,0.00,1.11
0.02,0.04,1.02
0.02,0.05,1.01
0.04,0.04,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.01
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.01
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.05,1.01
0.03,0.03,1.01
-0.03,0.17,1.11
0.06,0.00,1.02
0.10,0.01,0.86
0.07,-0.04,0.92
0.02,0.01,1.04
0.05,0.08,1.07
-0.01,0.02,1.06
0.00,0.02,0.95
0.02,0.04,1.01
0.04,0.02,1.00
0.05,0.04,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.01
0.03,0.04,1.00
0.01,0.01,1.04
0.01,-0.00,1.04
0.01,-0.03,0.97
0.12,0.03,0.90
0.11,0.01,1.00
0.11,0.02,0.99
0.07,-0.01,0.93
0.03,0.08,1.09
0.00,0.02,0.96
0.00,0.06,1.00
0.02,0.05,0.99
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.05,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
